fid	X2000	Y2000	v_m	ALD_m	Exx	Eyy	Yxy
9099	5570110,1	5719528,7	-32,9	-22,1	0,11349	-0,22939	-0,07167
9100	5571357,9	5720140,5	-22,2	-18	0,02299	-0,09473	-0,03102
9101	5568299,2	5720086	-22,1	-6,9	0,01872	0,01575	-0,04423
9102	5573064,2	5719167,8	12,1	3,4	0,01525	0,04674	0,05466
9103	5573305,3	5715676,5	3,8	-4,9	0,00367	0,03773	0,0088
9104	5573592,3	5716446,6	5,5	-7,3	0,04577	0,05574	0,02086
9105	5568546,4	5715893,2	-3,1	27,3	0,02586	0,01363	0,04671
9106	5574492,5	5719630,7	-2,8	-3,7	-0,01015	-0,02781	-0,01808
9107	5574650,6	5715688,1	-33,7	28,5	0,01218	-0,00802	-0,04912
9108	5571675,2	5716414,5	-62,9	1,4	-0,09616	-0,03524	0,0589
9109	5570827,1	5715135,7	2,4	-8,8	-0,01731	0,03109	0,00225
9111	5571636,2	5717171,3	-55,1	-22,2	-0,15996	0,02971	-0,06854
9112	5571557,6	5718324,8	-49,3	96,4	0,07212	-0,07296	0,12642
9113	5568448,2	5715603,9	-3,8	15	0,04395	0,00759	0,0306
9114	5570572	5718823,3	-46,8	-29,4	0,059	-0,05109	-0,02746
9115	5568798,9	5714839,8	2,4	-13,2	0,01103	-0,0323	0,07903
9116	5566335,7	5718249,2	-3	0	0,02726	0,05796	0,00968
9117	5567434,2	5714880,9	-1,4	5,3	0,00551	0,00382	0,01942
9118	5573284,6	5715148,4	-0,1	5	0,00663	-0,01258	-0,01981
9119	5572490,8	5714781,3	6,7	11,7	-0,00178	0,0716	-0,03705
9120	5567521,2	5715762,3	21,7	16,7	0,00579	0,03707	-0,05552
9121	5571022,6	5715899,3	0,9	8,8	0,05162	0,00055	-0,02521
9122	5574673,1	5718472,9	3,8	6	0,05585	-0,05707	0,0528
9123	5571818,9	5717930,1	-38,9	48,5	-0,01119	0,15942	0,12455
9124	5569323,2	5716419,9	-37,2	-11,7	-0,10478	0,00935	0,05803
9125	5569804,4	5717120,1	-1,9	5,2	0,03153	0,03787	-0,03102
9126	5573948,8	5715008	-7,6	44,3	0,04318	0,12329	-0,02268
9127	5572722,8	5718958,5	-5,6	-11,2	0,09476	0,06039	0,00252
9129	5572217,5	5720533	-4,2	-7,9	-0,03652	0,00425	-0,03526
9130	5566635,2	5718808,3	25,1	21,1	0,0436	0,01473	0,05517
9131	5569505,3	5719154,4	-141,5	-59,4	-0,16067	-0,04801	-0,14796
9132	5571584,8	5719065,8	-11,8	62	0,01684	0,03741	-0,07658
9133	5573569,8	5716574,5	17,9	2	0,04311	-0,0035	0,03444
9134	5574185,2	5717619,5	20,8	19,9	-0,02081	0,05542	-0,01371
9135	5571082,8	5718028,6	2,6	21,7	0,12446	-0,1334	0,0365
9136	5566955,8	5714950,5	15,9	3,1	-0,01383	-0,03733	0,017
9137	5568917,8	5715818,3	-89,5	24,7	-0,12031	-0,09194	0,09206
9138	5570170,4	5720316,6	2,7	2,3	0,02277	0,01915	0,01326
9139	5571998,1	5719604,4	-4,5	9,4	-0,00623	0,10702	0,04587
9140	5570121,5	5717491,2	0,6	15,3	-0,02725	-0,00279	-0,02247
9141	5568148,3	5716366,7	-2,5	-1,8	-0,00375	0,05201	-0,02722
9142	5566570	5715579,1	4,2	-10,9	-0,00701	0,02143	-0,00046
9143	5568942,9	5718526,6	-0,7	-1,8	0,0216	0,10063	0,07037
9145	5573459,2	5717109,2	24,8	21,4	-0,00867	0,07023	0,02248
9146	5570043,6	5720125,2	-3,7	3,1	0,07352	0,03194	0,08947
9147	5566283,2	5714666,6	-4,4	-4,2	-0,00641	-0,01759	0,01243
9148	5567994,5	5716847	-31,5	-31,3	-0,05223	0,05516	-0,06603
9149	5571865,8	5717371,6	-23	-0,8	-0,0709	0,1418	0,03269
9150	5567892	5717155,5	-52,3	3,4	-0,07423	0,18877	0,05085
9151	5572147	5715260	-35,3	1,9	-0,05983	-0,07947	0,07144
9152	5574037,8	5720267,3	4,3	10,8	-0,02767	-0,05662	-0,08075
9153	5568100	5717012	-26,2	-6,2	-0,05282	0,09086	0,00974
9154	5573857,1	5718137,7	-4	-0,9	-0,02066	-0,06758	0,02327
9155	5566135	5717184,2	15,9	-9,2	0,02744	-0,00683	-0,05073
9156	5567827,2	5716284,3	-8,3	-19,2	-0,01297	0,05589	0,00914
9157	5569015,5	5715881,8	-133,6	11,2	-0,27563	-0,21035	-0,13703
9158	5572948,9	5715564,4	15,4	13,3	0,04516	-0,01714	0,00408
9159	5567565,7	5716546,5	-13	5,9	0,00275	-0,09191	-0,03603
9160	5570760,8	5718864,9	44	43,3	0,04425	-0,00437	0,0233
9161	5569443,6	5716152,1	-55,2	-47,2	-0,04458	0,11466	0,1706
9162	5572384,6	5719538,6	-1,7	-3,3	-0,03093	0,03307	-0,0399
9163	5566819,3	5718077,1	3,8	3,7	0,03251	0,03518	0,03865
9164	5570236,1	5718343,6	4	1,6	0,02313	0,07608	-0,01952
9165	5569764,7	5714798,2	-12	-24,7	0,01329	-0,06714	-0,05843
9166	5572025	5717235,9	-2,6	17,3	-0,05199	0,04476	0,11292
9167	5573366,3	5714837	9,8	25,5	0,0195	0,04242	-0,00445
9168	5570512	5719602,8	16,1	25,3	0,07418	-0,01216	0,12296
9169	5567292,3	5720040,7	-1,1	7,2	-0,01572	-0,07712	-0,04352
9170	5569831	5719204,1	-97	-85,9	0,04171	0,02323	-0,0644
9171	5574300,3	5719393,6	-9,6	-5,7	-0,00423	0,00704	-0,01072
9172	5568786,1	5715136,9	-10,6	57	-0,05081	0,01321	0,05527
9173	5572707,9	5718405	-31,7	-39,3	0,18606	-0,1615	0,07378
9174	5571408,7	5718498,2	-13,6	99,8	0,08715	-0,03281	-0,01862
9175	5569197,9	5716069,3	-92	6,6	-0,25381	0,15394	-0,06198
9176	5567384,6	5718938,4	3,9	7,9	0,00735	-0,02626	-0,05502
9177	5572102	5720214,5	7,8	6,8	0,00374	0,03652	0,07057
9178	5566461,2	5716720,5	8,4	-8,9	-0,00774	0,03675	-0,01552
9179	5573503,7	5716004,1	-5,9	18	-0,01622	-0,04349	-0,06813
9180	5570848,9	5719441,3	11	37,3	0,05449	0,10261	0,01411
9181	5572622,1	5716225,5	-11,8	-21,8	0,06757	0,05119	0,0161
9182	5568756,4	5716174,7	0,5	5,6	-0,01751	0,07127	-0,00123
9183	5570234,2	5718968	-39,5	-32,1	0,03599	0,0541	-0,10476
9184	5569711,4	5720283,1	17	12,6	0,02232	0,19218	0,02504
9185	5572237,3	5719521,8	2,1	14,9	-0,06412	0,02996	0,08823
9186	5573243,9	5718365,2	12,4	24,4	0,05666	0,06913	-0,07427
9187	5571856,7	5717756,8	-21,5	33,7	-0,06238	0,07095	0,09757
9188	5569109,7	5715982	-130,5	-9,4	-0,27932	-0,0383	-0,19466
9189	5572500,1	5715653,9	-22,3	-28,3	0,03023	-0,05813	0,04144
9190	5568617,4	5716034,3	-12,5	24,3	0,00813	0,00255	-0,01294
9191	5566941,5	5719217,5	2,9	6,9	-0,02852	0,01133	-0,02246
9192	5570803,2	5716547,2	-3,1	8,1	0,04862	0,04185	0,03266
9193	5569707,4	5714740,1	1,2	-10,8	0,0028	-0,05283	-0,0813
9194	5571246,7	5717365,1	-0,8	49	0,04918	0,02576	0,04428
9195	5571301,8	5718144,8	-16,2	51,1	0,04561	-0,21125	0,04679
9196	5568131,9	5715286,9	-1,9	-1,1	0,02004	-0,00422	-0,10283
9197	5568260,7	5715907,6	-6,5	2,4	0,03218	0,08854	-0,04991
9199	5569461,8	5719303,9	-156,6	-25,7	-0,17751	-0,23428	-0,07854
9200	5573944,8	5720375	-0,8	-4,1	-0,0216	0,03245	-0,06303
9201	5570273,4	5715251,8	-12,7	-25,4	0,05329	0,02893	-0,03004
9202	5570559,2	5716635	-7,8	-16,9	0,02102	-0,00531	-0,01234
9203	5571145,6	5718568,5	-4	27,5	0,09331	0,02144	-0,0172
9204	5569416,5	5717745,5	4,1	5,3	0,05826	-0,02968	-0,07457
9205	5573359,6	5715038,1	-6,1	-22,9	0,01902	0,00339	-0,03127
9206	5571473,6	5715288,9	9,2	24,7	0,02693	0,0124	0,03958
9207	5574179,4	5715961,5	18,6	43,4	0,02744	-0,02969	0,0536
9208	5566333,7	5719764,5	2,9	1	0,00136	-0,04532	-0,02078
9209	5573698	5716998,2	14	3,4	0,01935	-0,09549	0,02117
9212	5572637,2	5717901,2	-10,9	-8	0,02416	0,05608	-0,10275
9213	5568851,7	5718497,8	-17,9	-32	0,09521	0,13476	0,10016
9214	5572834,7	5715796,4	7	16,8	0,08546	0,02343	0,03794
9215	5568844,9	5716694,8	-3,6	-6,5	0,00477	0,00207	-0,08184
9216	5572251,2	5715179,4	-32,8	-1,7	-0,04743	0,03526	0,01899
9217	5574545,7	5718452,3	-17,3	-3,4	0,00798	-0,13852	-0,00169
9218	5573793,2	5715135,4	-11,4	-10,4	0,04711	0,06436	-0,03155
9219	5568921,8	5716206,9	-41,4	15,8	-0,07105	0,08982	-0,02659
9220	5573101,7	5718522,3	-5,9	16,9	0,04124	-0,02322	-0,02632
9221	5573128,1	5715978,5	5,6	4,4	0,01902	0,01546	-0,01842
9222	5574700,2	5716475,8	38,8	52,3	0,00175	0,01331	-0,00318
9223	5572737,9	5719804,9	6,7	6,1	0,07289	-0,05413	-0,0247
9224	5570847,5	5715128,6	-9,1	-3,2	-0,01873	0,03101	0,00583
9225	5572669	5720140,7	0,9	1,2	0,0887	-0,00352	-0,02502
9226	5566896,3	5719828,8	-4,3	1,6	-0,00637	-0,00554	-0,01913
9227	5572924,5	5715047,9	16,5	21,1	0,01854	-0,10976	0,00189
9228	5573611,3	5720111	11,4	14,6	-0,01909	0,0506	-0,01975
9229	5572242,1	5717357,8	0,1	-9,8	0,01192	0,05794	0,02321
9230	5566638,6	5716233,5	14,1	3,2	-0,02914	0,01097	-0,00263
9231	5571171,9	5718140,2	12,7	46,9	0,1069	-0,20764	0,05005
9232	5567578	5714883,6	10,6	-3,6	-0,0044	0,06299	0,0807
9233	5568927	5718222,7	-4,7	-26,8	0,1236	-0,07139	0,12686
9234	5569008,7	5714985,9	-39,6	8,3	-0,04548	0,00668	0,02707
9235	5573137,1	5717868,1	2,4	3,7	0,01164	-0,02212	-0,07225
9236	5569805,2	5716009,3	-34,7	-59,6	0,11874	0,17138	0,05273
9237	5571127,1	5718980,6	-10,3	54,6	0,07953	0,05797	-0,004
9238	5574098,1	5717211,8	20,5	9,6	0,0017	-0,11798	0,0055
9239	5569163,2	5719786,2	-60	42,8	-0,09623	0,04338	-0,08556
9240	5566758,1	5715498,6	10,3	-12,7	0,01164	0,0807	0,01875
9241	5567999,4	5717826,5	-324,2	-7,8	-0,6319	-0,64057	-0,38878
9242	5571148,2	5718633,3	-24,3	18,5	0,08679	-0,04782	-0,04871
9243	5568835,3	5714852,4	-21,8	-16,7	0,01609	-0,0415	0,03438
9244	5569860,5	5717200,5	21,6	26,2	0,04278	0,06682	0,03949
9245	5573232,5	5720208,5	0,4	9,1	0,02943	0,06638	0,02991
9246	5572048,2	5716550,5	-58,9	7,1	-0,07625	-0,08027	-0,08733
9247	5566378,6	5715480,9	-9	-21,6	0,00506	0,01343	0,02277
9248	5573536,5	5716307,6	21,5	-5,5	0,01378	0,07047	-0,03042
9249	5566850,7	5720012,6	15,6	16,3	0,00275	0,01789	0,00631
9250	5567356,2	5717760,6	-6	7,1	0,02816	0,02524	-0,03891
9251	5573125,8	5718862,9	15	-0,7	0,00465	0,02354	0,01215
9252	5574484,4	5719174,3	-23,3	-16,3	-0,00601	-0,04108	-0,00932
9253	5567973,4	5715972,5	8	5,8	-0,00373	0,07064	0,02581
9254	5570847	5715358,7	15,6	0,2	0,00906	0,00531	0,00782
9255	5574081,6	5716312,4	34,7	24,1	0,02731	0,13036	0,02967
9256	5571529,8	5717354,9	-23,6	32,5	-0,08221	0,03433	-0,04646
9257	5567611	5715377,3	-3,1	-7,1	0,00275	-0,00522	0,02868
9258	5570287,8	5716237,1	7,8	-13	0,02429	-0,01229	-0,03753
9259	5569230,5	5716739,6	40,1	55,4	-0,003	0,22575	0,03957
9260	5568701,3	5715354,4	3,2	26,7	0,00306	-0,04072	0,16367
9261	5569057,1	5715016,3	-36,9	-0,7	-0,0719	0,04385	0,09884
9262	5569638,2	5719584,5	-147,9	-36,3	-0,11192	-0,2892	-0,02046
9263	5573211,8	5715804	5,3	4,9	0,02733	0,0183	-0,0053
9264	5570591,6	5718321,6	-1,4	-32,2	0,00817	0,07707	-0,0383
9265	5572949,3	5714861,3	9,4	7,9	-0,01348	0,08574	0,02422
9266	5571654,6	5717023	-91,4	32,3	-0,19442	-0,04785	-0,05269
9267	5570788,1	5715007,7	5,5	7,8	-0,00491	0,06645	0,01234
9268	5568371,9	5719198,2	-27,5	18,5	-0,06437	0,04105	-0,05068
9269	5568164,6	5716823,8	-8,5	-18,4	0,0024	0,0514	0,03761
9270	5572230,2	5718347,3	-201,9	-49,1	-0,30743	-0,57316	-0,12796
9271	5567807,5	5718172,2	-109,7	94,1	-0,2544	-0,16479	-0,24232
9272	5572640,8	5718315,6	-47,8	-46,2	0,10904	-0,2117	-0,06495
9273	5574233,6	5716290,6	7,9	2,3	-0,02174	0,0857	-0,00993
9274	5569873,6	5718653,6	-18,9	-18,9	0,0223	0,06081	-0,00067
9275	5570478,5	5719903	19,3	0,8	0,05975	1,20E-01	0,0429
9276	5569094,3	5715198,2	-81,9	4,2	-0,07578	0,1731	0,19895
9277	5573561,6	5718411,2	23,8	22,3	0,01415	0,02809	0,04174
9278	5570247,5	5716219,6	-1,8	-3,3	0,02474	-0,01137	-0,04466
9279	5571247,9	5719040,5	11,3	76	0,04854	0,10395	0,05488
9280	5573085,7	5720215,3	5	20,5	-0,02869	0,05785	0,00307
9281	5566293,1	5715082,9	10,5	-10,4	0,01616	0,02169	0,04858
9282	5567342,6	5715290,5	5,6	-14,5	0,01159	-0,03677	0,01052
9283	5573627,4	5719084,7	-52,4	-43,3	-0,03923	-0,02878	-0,00882
9284	5569659,1	5718500,6	-2,8	-1,5	0,02815	0,0467	0,03767
9285	5568329,7	5720099,4	-0,9	-5,2	0,01384	0,01805	-0,04993
9286	5570737,9	5719711	10,3	48,5	0,02932	0,01553	0,01457
9287	5570504,2	5715633,8	2,2	-12,5	0,04913	-0,02522	0,03274
9288	5573875,7	5717249,1	-7,8	-12,3	-0,00663	-0,07024	0,02269
9289	5567484,9	5717104	-8,2	18,9	0,05934	0,04934	0,2026
9290	5573499,7	5716864,8	25,5	23,7	-0,01857	-0,06372	0,06694
9291	5568696,1	5718352,6	-27,7	-58,2	0,13056	0,01826	0,07915
9292	5568443,7	5717228,9	-32,9	-47,2	0,05232	0,13304	-0,07807
9293	5571374,4	5718752,2	-7,3	81	0,07968	-0,03599	-0,05425
9294	5571091,2	5717108,5	-29,7	6,5	-0,01567	-0,00794	-0,10478
9295	5571414,2	5718472,2	-31,4	70,1	0,07841	0,00402	-0,01089
9296	5574573,2	5718461,6	-10,4	12,5	0,02041	-0,13201	-0,00142
9297	5569721,8	5720297,5	0,8	0,7	0,02472	0,18926	0,03539
9298	5572128,7	5715225	-28,2	14,8	-0,04372	-0,05849	0,0693
9299	5570192	5718537,8	-0,7	-4,7	0,03313	0,02813	-0,00704
9300	5566941,9	5718843,8	14,8	13,1	0,00798	0,04126	0,03219
9301	5568924,8	5716496,6	-0,4	-3,3	-0,05679	0,05361	-0,10271
9302	5570850,3	5718085	17,2	29,1	0,05262	-0,03592	-0,03629
9303	5570093,6	5719816	-14,8	-0,3	0,10101	0,14812	0,07101
9304	5573359,6	5716991,8	22,8	18	-0,00064	1,53E-02	-0,00398
9306	5572258,7	5716032,2	6,7	7,5	-0,02592	0,06044	-0,00469
9307	5567996,2	5715652,6	-2,1	-6	-0,02557	-0,05764	0,01806
9308	5566544,1	5719928,3	18,1	5,7	0,03788	0,0626	0,01854
9309	5569279,7	5716629,9	14	28,9	-0,05139	0,19093	0,05037
9310	5571864	5718780,5	-95,7	98,6	-0,18926	-0,0525	-0,02621
9311	5567831,4	5720239,1	0,3	1,9	-0,00827	-0,10282	0,04269
9312	5572885,4	5715022,9	11,5	9,3	0,01781	-0,08734	0,03265
9313	5570431,5	5718794,8	-10,6	-2,3	0,04412	-0,11272	-0,0573
9314	5571956,3	5715581,6	-47,8	-15	-0,05212	0,01496	0,00316
9315	5571012,7	5716993,4	-14,1	16,1	0,02894	-0,03686	-0,02626
9316	5567493,7	5718117,9	-10	34,2	0,15934	-0,14326	0,11025
9317	5566638	5717892	-2,7	8,5	0,00618	0,00242	0,03915
9318	5570477,9	5716142,1	6,3	0,3	0,00869	-0,01282	-0,04542
9319	5574595,5	5717419,7	15,4	-1,6	0,013	-0,04052	0,07509
9320	5573331,3	5715797,2	6,5	26,3	0,00108	0,01616	-0,00217
9321	5574569,3	5718630,1	0,5	3,7	0,02528	0,01469	0,07294
9322	5572540,7	5714719,8	-0,5	-1,2	0,00535	0,087	-0,0148
9324	5567141,2	5716295,7	13,8	-6,5	-0,00604	0,03345	-0,03139
9325	5572517,6	5718590,3	-82,8	-56,4	0,13669	-0,16118	0,1149
9326	5572515	5715061,3	-13,5	-26,3	0,02887	0,03666	-0,12736
9327	5572141,4	5719878,3	13,5	-10,4	-0,04515	0,00925	0,0138
9328	5573572,9	5718120,4	11,1	20,8	0,01307	-0,06923	0,08229
9329	5566949,3	5718190,7	1,7	0,5	-0,01983	-0,00483	-0,04844
9330	5572770,8	5719704,4	-19,2	13,7	0,04631	-0,04913	0,00251
9331	5568896,8	5719413,3	-38,2	29,1	0,0245	-0,02352	0,04471
9332	5573209,3	5720356,7	-3,9	0,5	0,02587	0,01551	0,02558
9333	5572662,9	5714747,9	8,3	22,3	0,00205	0,05544	-0,03124
9334	5573061,1	5716488,2	28	24,6	0,03021	0,00035	-0,02169
9335	5574555,7	5718916,6	-5,1	-2,2	-0,01281	0,08442	0,02308
9336	5571992,6	5716554,6	-72,6	-22,3	-0,10133	-0,07829	-0,10429
9337	5574006	5719240,9	4,8	3,7	-0,00051	-0,03587	-0,00295
9338	5566936,4	5717636	2,7	-0,3	0,04037	0,04241	0,08848
9339	5567769,8	5719866,1	19,3	13,6	0,03896	0,08049	0,01814
9340	5574428,2	5717162,1	14,3	27,4	0,05688	-0,06403	-0,0122
9341	5572044	5715364,7	-38	-3,6	-0,05087	-0,16463	0,06854
9342	5570589,2	5716136,5	1,8	-9,7	0,00798	0,00796	-0,04012
9343	5566551,7	5718719,8	3,4	-17,1	0,03603	-0,04147	0,0021
9344	5571115,9	5720513,4	0,3	15,3	0,00052	0,07936	0,02394
9345	5569062,9	5715844,2	-144,8	16,2	-0,31012	-0,27656	-0,15304
9346	5568452,8	5715280,6	-11,2	6,8	0,04455	-0,04879	0,07046
9347	5571088,6	5716019,5	0,1	15,5	0,06373	0,02284	0,00738
9348	5573023,3	5717632,4	23,7	-3,9	0,01644	0,03993	-0,0193
9349	5573182,8	5720042,4	0,3	13,5	-0,00629	0,00497	0,02264
9350	5572651,8	5718435,4	-46,8	-58,5	0,16968	-0,20693	0,07258
9351	5571930,3	5717111	-32	26,6	-0,074	0,01113	0,0077
9352	5566990,8	5717837	10,9	6,9	0,02192	-0,02957	-0,02469
9353	5574571,3	5717392,4	-3,2	-12,2	0,01374	-0,04265	0,07864
9354	5572042,9	5718368,1	-223,2	33,8	-0,32394	-0,53031	-0,02849
9355	5574440,6	5716684,2	-20,9	8	0,00547	-0,04632	0,01072
9356	5568502,6	5719297,8	0,9	7,3	0,0079	0,04318	-0,05077
9357	5573349	5718007,8	-2,9	11,6	0,06667	-0,03898	-0,03096
9358	5566161,3	5715930,7	5	9,3	0,01518	-0,02802	-0,03253
9359	5570255,6	5719873,2	-11	-26,3	0,09465	0,18321	0,09672
9360	5567395,7	5715028,5	-7	-4,6	0,03247	0,04762	0,07876
9361	5574011,3	5715531,6	9,2	2,8	0,02157	0,00431	0,00302
9362	5567454,1	5717579,2	-36,8	36	0,03813	-0,18679	-0,01573
9363	5570293,7	5714799,2	11,5	13,3	0,00841	0,06909	-0,02681
9364	5568454,1	5718414,5	-80,9	-66,7	0,0573	0,06802	0,17915
9365	5568936	5720304,4	7,9	-4,6	-0,03642	0,04374	-0,03191
9366	5572436,1	5714756,7	0,9	5,4	-0,00111	0,08697	-0,01571
9367	5570974,7	5716180,1	15,3	11	0,03667	-0,02174	0,0267
9368	5571002,1	5715394,6	9,5	-3,6	0,01373	0,04466	0,05468
9369	5572997,1	5720295,5	-1,5	10,6	-0,00902	0,01759	-3,64E-03
9370	5572234,7	5720515,9	-10,5	-4,6	-0,03929	-0,00154	-0,05027
9371	5569953,7	5719048,1	-45,2	-36,2	0,0517	0,00981	-0,08241
9372	5568152,9	5719275,1	34,9	24,3	-0,02504	0,06022	0,05058
9373	5566696,3	5715024,3	10,8	-1,4	-0,01668	-0,00778	-0,01889
9374	5572262	5717430,5	1,5	-0,3	0,00259	0,10779	0,02334
9376	5569133,9	5717563,6	13	-14,9	0,02618	-0,00311	0,04056
9377	5570961,1	5720095,1	-0,2	23,5	0,00053	-0,01184	-0,00059
9378	5567029	5719363,2	7,1	11,2	-0,02	-0,0356	-0,0554
9379	5571473,9	5719334,9	2,1	35,9	0,02978	-0,0927	0,00454
9380	5567216,6	5715989,8	2,4	4,5	0,00922	-0,01904	0,01204
9381	5573618,7	5720310	-33,9	17,3	-0,01334	-0,01898	-0,021
9382	5568219,4	5718488,4	-94,1	-33,3	-0,13618	0,21326	0,10439
9383	5568240,7	5716610,5	-13	-9,9	-0,0158	0,04466	-0,01487
9385	5573704,9	5719045,5	-15,7	-12,9	-0,01426	0,00186	-0,02802
9386	5570816	5715481,7	8,2	-1,7	0,03084	0,0415	-0,00119
9387	5571519,7	5718651,7	-48,8	118,8	0,0719	-0,15154	-0,03306
9388	5566922,1	5718021	1,7	8,8	-0,00515	0,01006	-0,03107
9389	5570032,3	5716353,5	-9,8	3,7	0,05195	-0,11918	-0,05963
9390	5567001,3	5718648,3	-5	-15,5	-0,00106	0,08699	-0,01483
9391	5566928,9	5716477,3	14,7	-4,6	0,03101	-0,09074	0,01697
9392	5574207,3	5719398,6	19,1	27,6	-0,01025	-0,01665	0,04377
9393	5569483,8	5718424,5	-13,6	4,1	0,02483	0,013	-0,04501
9394	5571706,8	5719933,9	-0,2	4	-0,02008	-0,07401	-0,02253
9395	5571798,4	5717519,8	-32,1	-8,3	-0,06339	0,15638	0,06612
9396	5569568,1	5719332,1	-151,9	-49,6	-0,152	-0,22537	-0,07205
9397	5566936,4	5716341,8	-2,5	-10,4	0,019	-0,01373	0,00898
9398	5574292,3	5718383	0,7	4,4	0,00438	-0,13498	0,01233
9399	5571885,5	5714883,9	-17,4	-3,6	-0,01013	0,06897	0,0552
9400	5566969,6	5717602,9	78	-55,7	0,03768	0,0395	0,06263
9401	5566907,2	5717557,5	13,7	7,1	0,02798	0,00326	0,07922
9402	5571957,3	5717245,1	-38,2	-7,4	-0,07758	0,03661	0,09145
9403	5567315,8	5719988	-5,9	4,2	-0,00843	-0,05661	-0,0353
9404	5570390	5714707,1	4,9	10,1	-0,01316	0,05266	-0,02254
9405	5567001,6	5715306	-13,3	-7,1	-0,0054	0,0209	0,03199
9406	5573637,5	5715256,4	4,4	15,1	-0,02646	0,07405	-0,00281
9407	5567516,1	5717788,2	-27,1	34	0,1875	0,10104	0,23471
9408	5566920,6	5720396,2	3,2	-2,1	0,00259	0,04673	0,02836
9409	5569354,5	5719661,1	-120,8	18,3	-0,2722	-0,19632	-0,06403
9410	5572354,7	5716781,3	-34,9	-29,6	0,06529	-0,09338	0,00743
9411	5573991,9	5718612,1	7,1	24,9	-0,01879	0,00602	0,00265
9412	5573446,8	5718002,3	-2,8	2	0,06918	-0,0244	0,04557
9413	5568025	5718908,7	-26,4	-35,1	-0,10533	0,13173	0,01327
9414	5566922,2	5718987,6	39,4	-1	0,0092	0,02039	0,03434
9415	5574120,3	5715850,3	0,3	19,1	0,00339	-0,0556	-0,01285
9416	5574616,7	5720312,5	6	1,1	0,00551	0,0865	0,06286
9417	5573259,6	5716616,9	7	23,9	0,02201	-0,01137	-0,02453
9418	5573211,2	5718697,5	-4,8	-4,7	0,0243	-0,12007	-0,03079
9419	5572262,1	5720024,8	-5,8	4,3	-0,02092	0,00894	0,05758
9420	5566447,3	5718087,3	8,2	3,1	0,03413	0,02888	-0,00347
9421	5566368,3	5715707,9	4,7	-7	9,00E-05	-0,00224	0,01241
9422	5570077,3	5720286,7	20,4	19,6	0,02762	0,01803	0,0014
9423	5570480,6	5715917,9	-2	-6,8	0,02686	-0,00585	0,00247
9424	5574607,6	5720147,5	-8,7	-17,8	-0,00128	0,03662	0,09082
9425	5573668,2	5715928,8	7,3	16,4	0,00812	-0,10142	-0,02717
9426	5569916,3	5718578,4	-12,4	-15,7	0,02195	0,0149	0,00841
9427	5570044,2	5719945	-8,4	0	0,09581	0,1169	0,12491
9428	5571473,8	5720120,3	-2,3	10,4	-0,00132	-0,07115	-0,00981
9429	5567846,4	5719686,3	2,7	2,9	0,00555	-0,0128	0,01804
9430	5570409,8	5720147,2	12,5	23,4	0,06093	-0,02394	0,00835
9431	5574402,5	5716039,3	5,8	10,4	0,00105	0,05698	-0,02548
9432	5569009	5718433,7	-17,6	-24,4	0,0066	0,0449	0,07666
9433	5566636,5	5715555,6	19,5	4,7	2,00E-05	0,04494	0,00107
9434	5569371,1	5720512,1	-2,6	-0,5	-0,01835	0,06004	0,04089
9435	5566894,4	5717324,3	10,9	6,2	0,00089	0,01513	0,00991
9436	5568850	5719746,9	-4,7	48,9	0,02195	-0,01529	-0,02325
9437	5573609,2	5717455,1	-15,2	14	-0,04121	-0,00824	-0,00999
9438	5567763,4	5720363,9	2,1	13,6	0,00259	0,01102	0,02979
9439	5571642,5	5717496,2	-15,1	13,7	-0,08503	0,08417	-0,07127
9440	5572718,4	5717269,7	21,7	19,1	0,03399	-0,00196	-0,00676
9441	5572556,3	5716405,3	9,6	3,4	0,07863	0,01	0,01521
9442	5573381,3	5715517,8	5,6	5,1	0,03245	-0,02367	0,04686
9443	5566420,6	5718738,7	5,3	8,9	-0,00642	-0,10551	-0,05691
9444	5567615,4	5716445,7	-11,6	-8,4	0,02422	-0,11806	-0,02367
9445	5569028,9	5716152,3	-22,5	39,8	-0,14584	0,18713	-0,10503
9446	5574005,3	5718911,9	-18,8	-28,7	-0,00245	0,06723	0,03397
9447	5572663,9	5720464,1	3,5	8,8	0,05765	0,00098	0,02082
9448	5568952,8	5719504,5	-43,4	49,8	-0,01286	-0,08157	0,02236
9449	5571556,8	5716696,5	-82,2	20,7	-0,09981	-0,11143	0,13405
9450	5571790,8	5718422,3	-150,6	79,9	-0,0125	-0,27674	0,05431
9451	5569284,3	5715054,4	-47,8	-14,6	-0,08815	0,14011	0,06312
9452	5572605,8	5719133,8	-21,9	-13,8	0,0576	-0,03605	0,00839
9453	5568594,9	5719906	17,1	27,8	0,01442	0,00499	-0,01279
9454	5570791,8	5717701,9	-28,5	-18	0,05066	0,01895	-0,0571
9455	5568229,5	5719598,5	3,8	-4,7	0,01452	0,01396	0,00152
9456	5566522,6	5718748,9	8,5	2,4	0,03917	-0,04072	0,01144
9457	5566500,2	5717043,4	4,7	4	0,00768	-0,02436	0,03157
9458	5572885,8	5715688,3	9,6	-2,1	0,06987	0,01572	0,01467
9459	5572494,7	5717531,4	10,7	3,7	0,04087	0,10588	-0,01032
9460	5572812,2	5715809,3	-3,1	-22,6	0,08969	0,02059	0,04287
9461	5573783,9	5716445,4	9,2	1,8	0,05208	0,07432	0,05718
